biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
Q7RTV0	C	canonical	  1.000	  0.000	13	  0.000	6								Q7RTV0	29	2				PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1 CONCAT=9 OFFSET=854636127	Homo sapiens
Q9UNN8	C	canonical	  1.000	  0.000	5	  0.000	4								Q9UNN8	30	2				Endothelial protein C receptor OS=Homo sapiens GN=PROCR PE=1 SV=1 CONCAT=493 OFFSET=2037338798	Homo sapiens
Q96KM6	C	canonical	  1.000	  0.000	2	  0.000	2								Q96KM6	31	2				Zinc finger protein 512B OS=Homo sapiens GN=ZNF512B PE=1 SV=1 CONCAT=305 OFFSET=1629330249	Homo sapiens
Q9UBR2	C	canonical	  1.000	  0.000	30	  0.000	10								Q9UBR2	32	3				Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1 CONCAT=292 OFFSET=377200193	Homo sapiens
P18428	C	canonical	  1.000	  0.000	4	  0.000	4								P18428	33	3				Lipopolysaccharide-binding protein OS=Homo sapiens GN=LBP PE=1 SV=3 CONCAT=6327 OFFSET=864163638	Homo sapiens
Q9H490	C	canonical	  1.000	  0.000	7	  0.000	3								Q9H490	34	4				Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Homo sapiens GN=PIGU PE=1 SV=3 CONCAT=60 OFFSET=839509414	Homo sapiens
P08842	C	canonical	  1.000	  0.000	6	  0.000	4								P08842	35	2				Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2 CONCAT=302 OFFSET=994159189	Homo sapiens
O75695	C	canonical	  1.000	  0.000	16	  0.000	6								O75695	36	3				Protein XRP2 OS=Homo sapiens GN=RP2 PE=1 SV=4 CONCAT=283 OFFSET=868778084	Homo sapiens
P06280	C	canonical	  1.000	  0.000	4	  0.000	4								P06280	37	3				Alpha-galactosidase A OS=Homo sapiens GN=GLA PE=1 SV=1 CONCAT=37449 OFFSET=626701927	Homo sapiens
P23435	C	canonical	  1.000	  0.000	2	  0.000	2								P23435	38	2				Cerebellin-1 OS=Homo sapiens GN=CBLN1 PE=1 SV=1 CONCAT=100 OFFSET=37598183	Homo sapiens
P29372	C	canonical	  1.000	  0.000	4	  0.000	3								P29372	39	6				DNA-3-methyladenine glycosylase OS=Homo sapiens GN=MPG PE=1 SV=3 CONCAT=365 OFFSET=1016862309	Homo sapiens
Q9NVM6	C	canonical	  1.000	  0.000	2	  0.000	2								Q9NVM6	40	2				DnaJ homolog subfamily C member 17 OS=Homo sapiens GN=DNAJC17 PE=1 SV=1 CONCAT=52 OFFSET=1493924685	Homo sapiens
Q9NWQ8	C	canonical	  1.000	  0.000	17	  0.000	9								Q9NWQ8	41	2				Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Homo sapiens GN=PAG1 PE=1 SV=2 CONCAT=108 OFFSET=1805690481	Homo sapiens
O43353	C	canonical	  1.000	  0.000	7	  0.000	4								O43353	42	5				Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2 CONCAT=113 OFFSET=646873877	Homo sapiens
Q06520	C	canonical	  1.000	  0.000	2	  0.000	2								Q06520	43	2				Bile salt sulfotransferase OS=Homo sapiens GN=SULT2A1 PE=1 SV=3 CONCAT=129 OFFSET=854621588	Homo sapiens
P62955	C	canonical	  1.000	  0.000	3	  0.000	2								P62955	44	2				Voltage-dependent calcium channel gamma-7 subunit OS=Homo sapiens GN=CACNG7 PE=2 SV=1 CONCAT=3036 OFFSET=1179348601	Homo sapiens
O60292	C	canonical	  1.000	  0.000	4	  0.000	3								O60292	45	3				Signal-induced proliferation-associated 1-like protein 3 OS=Homo sapiens GN=SIPA1L3 PE=1 SV=3 CONCAT=1388 OFFSET=876875190	Homo sapiens
Q8NFZ8	C	canonical	  1.000	  0.000	312	  0.000	22								Q8NFZ8	46	2				Cell adhesion molecule 4 OS=Homo sapiens GN=CADM4 PE=1 SV=1 CONCAT=83 OFFSET=1537058203	Homo sapiens
Q9Y3D6	C	canonical	  1.000	  0.000	115	  0.000	13								Q9Y3D6	47	2				Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2 CONCAT=15 OFFSET=1510378310	Homo sapiens
Q9HBL7	C	canonical	  1.000	  0.000	7	  0.000	3								Q9HBL7	48	2				Plasminogen receptor (KT) OS=Homo sapiens GN=PLGRKT PE=1 SV=1 CONCAT=55 OFFSET=216835505	Homo sapiens
Q15768	C	canonical	  1.000	  0.000	13	  0.000	9								Q15768	49	2				Ephrin-B3 OS=Homo sapiens GN=EFNB3 PE=1 SV=1 CONCAT=42 OFFSET=1110319227	Homo sapiens
P43652	C	canonical	  1.000	  0.000	164	  0.000	36								P43652	50	2				Afamin OS=Homo sapiens GN=AFM PE=1 SV=1 CONCAT=10083 OFFSET=1488484521	Homo sapiens
Q96RD7	C	canonical	  1.000	  0.000	9	  0.000	4								Q96RD7	51	4				Pannexin-1 OS=Homo sapiens GN=PANX1 PE=1 SV=4 CONCAT=182 OFFSET=1957639601	Homo sapiens
Q14242	C	canonical	  1.000	  0.000	11	  0.000	2								Q14242	52	6				P-selectin glycoprotein ligand 1 OS=Homo sapiens GN=SELPLG PE=1 SV=1 CONCAT=4704 OFFSET=638245122	Homo sapiens
P08493	C	canonical	  1.000	  0.000	33	  0.000	3								P08493	53	3				Matrix Gla protein OS=Homo sapiens GN=MGP PE=1 SV=2 CONCAT=98 OFFSET=1803973155	Homo sapiens
Q9Y3E0	C	canonical	  1.000	  0.000	10	  0.000	2								Q9Y3E0	54	4				Vesicle transport protein GOT1B OS=Homo sapiens GN=GOLT1B PE=1 SV=1 CONCAT=43 OFFSET=1772095187	Homo sapiens
Q9P0S9	C	canonical	  1.000	  0.000	14	  0.000	3								Q9P0S9	55	3				Transmembrane protein 14C OS=Homo sapiens GN=TMEM14C PE=1 SV=1 CONCAT=126 OFFSET=1209939562	Homo sapiens
Q9Y294	C	canonical	  1.000	  0.000	3	  0.000	3								Q9Y294	56	2				Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1 CONCAT=31 OFFSET=511186386	Homo sapiens
Q9NQE9	C	canonical	  1.000	  0.000	75	  0.000	9								Q9NQE9	57	2				Histidine triad nucleotide-binding protein 3 OS=Homo sapiens GN=HINT3 PE=1 SV=1 CONCAT=56 OFFSET=1451215677	Homo sapiens
P80108	C	canonical	  1.000	  0.000	8	  0.000	7								P80108	58	2				Phosphatidylinositol-glycan-specific phospholipase D OS=Homo sapiens GN=GPLD1 PE=1 SV=3 CONCAT=760 OFFSET=1878006777	Homo sapiens
P25398	C	canonical	  1.000	  0.000	82	  0.000	13								P25398	59	2				40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3 CONCAT=35 OFFSET=1117504872	Homo sapiens
Q92506	C	canonical	  1.000	  0.000	50	  0.000	6								Q92506	60	2				Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2 CONCAT=57 OFFSET=700770314	Homo sapiens
Q9BQG2	C	canonical	  1.000	  0.000	7	  0.000	5								Q9BQG2	61	4				Peroxisomal NADH pyrophosphatase NUDT12 OS=Homo sapiens GN=NUDT12 PE=1 SV=1 CONCAT=61 OFFSET=2003630909	Homo sapiens
Q9BST9	C	canonical	  1.000	  0.000	6	  0.000	6								Q9BST9	62	4				Rhotekin OS=Homo sapiens GN=RTKN PE=1 SV=2 CONCAT=187 OFFSET=263995888	Homo sapiens
Q8NG68	C	canonical	  1.000	  0.000	5	  0.000	3								Q8NG68	63	2				Tubulin--tyrosine ligase OS=Homo sapiens GN=TTL PE=1 SV=2 CONCAT=44 OFFSET=1457573247	Homo sapiens
Q9Y3B4	C	canonical	  1.000	  0.000	17	  0.000	7								Q9Y3B4	64	2				Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1 CONCAT=9 OFFSET=1936929697	Homo sapiens
O95996	C	canonical	  1.000	  0.000	4	  0.000	4								O95996	65	4				Adenomatous polyposis coli protein 2 OS=Homo sapiens GN=APC2 PE=1 SV=1 CONCAT=140 OFFSET=1130140033	Homo sapiens
Q9H246	C	canonical	  1.000	  0.000	3	  0.000	2								Q9H246	66	2				Uncharacterized protein C1orf21 OS=Homo sapiens GN=C1orf21 PE=1 SV=1 CONCAT=21 OFFSET=1989102592	Homo sapiens
Q9BXI3	C	canonical	  1.000	  0.000	5	  0.000	4								Q9BXI3	67	2				Cytosolic 5'-nucleotidase 1A OS=Homo sapiens GN=NT5C1A PE=2 SV=1 CONCAT=200 OFFSET=1198027352	Homo sapiens
Q9NYY8	C	canonical	  1.000	  0.000	5	  0.000	3								Q9NYY8	68	4				FAST kinase domain-containing protein 2 OS=Homo sapiens GN=FASTKD2 PE=1 SV=1 CONCAT=111 OFFSET=1119504731	Homo sapiens
O76080	C	canonical	  1.000	  0.000	4	  0.000	2								O76080	69	3				AN1-type zinc finger protein 5 OS=Homo sapiens GN=ZFAND5 PE=1 SV=1 CONCAT=21 OFFSET=517083248	Homo sapiens
Q9P021	C	canonical	  1.000	  0.000	2	  0.000	2								Q9P021	70	2				Cysteine-rich PDZ-binding protein OS=Homo sapiens GN=CRIPT PE=1 SV=1 CONCAT=11 OFFSET=1209939293	Homo sapiens
Q5EBL8	C	canonical	  1.000	  0.000	6	  0.000	5								Q5EBL8	71	3				PDZ domain-containing protein 11 OS=Homo sapiens GN=PDZD11 PE=1 SV=2 CONCAT=31 OFFSET=1963780307	Homo sapiens
Q96RS6	C	canonical	  1.000	  0.000	15	  0.000	10								Q96RS6	72	4				NudC domain-containing protein 1 OS=Homo sapiens GN=NUDCD1 PE=1 SV=2 CONCAT=130 OFFSET=1420527543	Homo sapiens
P25208	C	canonical	  1.000	  0.000	2	  0.000	2								P25208	73	3				Nuclear transcription factor Y subunit beta OS=Homo sapiens GN=NFYB PE=1 SV=2 CONCAT=43 OFFSET=517597882	Homo sapiens
P38432	C	canonical	  1.000	  0.000	4	  0.000	3								P38432	74	2				Coilin OS=Homo sapiens GN=COIL PE=1 SV=1 CONCAT=91 OFFSET=1508721924	Homo sapiens
O95452	C	canonical	  1.000	  0.000	8	  0.000	3								O95452	75	2				Gap junction beta-6 protein OS=Homo sapiens GN=GJB6 PE=1 SV=2 CONCAT=273 OFFSET=1831810359	Homo sapiens
A6NGB9	C	canonical	  1.000	  0.000	23	  0.000	8								A6NGB9	76	3				WAS/WASL-interacting protein family member 3 OS=Homo sapiens GN=WIPF3 PE=2 SV=4 CONCAT=86 OFFSET=977664682	Homo sapiens
Q9UPV7	C	canonical	  1.000	  0.000	287	  0.000	28								Q9UPV7	77	2				Protein KIAA1045 OS=Homo sapiens GN=KIAA1045 PE=1 SV=2 CONCAT=1095 OFFSET=716133524	Homo sapiens
P10124	C	canonical	  1.000	  0.000	12	  0.000	2								P10124	78	3				Serglycin OS=Homo sapiens GN=SRGN PE=1 SV=3 CONCAT=2358 OFFSET=1501274991	Homo sapiens
P56381	C	canonical	  1.000	  0.000	11	  0.000	3								P56381	79	4				ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens GN=ATP5E PE=1 SV=2 CONCAT=56 OFFSET=2038033184	Homo sapiens
O95396	C	canonical	  1.000	  0.000	6	  0.000	5								O95396	80	2				Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens GN=MOCS3 PE=1 SV=1 CONCAT=83 OFFSET=629673901	Homo sapiens
Q9NPD7	C	canonical	  1.000	  0.000	10	  0.000	2								Q9NPD7	81	3				Neuritin OS=Homo sapiens GN=NRN1 PE=1 SV=1 CONCAT=44 OFFSET=929629401	Homo sapiens
P52799	C	canonical	  1.000	  0.000	13	  0.000	6								P52799	82	2				Ephrin-B2 OS=Homo sapiens GN=EFNB2 PE=1 SV=1 CONCAT=58 OFFSET=1340982109	Homo sapiens
A9UHW6	C	canonical	  1.000	  0.000	2	  0.000	2								A9UHW6	83	13				MIF4G domain-containing protein OS=Homo sapiens GN=MIF4GD PE=1 SV=1 CONCAT=51 OFFSET=1545442299	Homo sapiens
Q9BRP1	C	canonical	  1.000	  0.000	3	  0.000	2								Q9BRP1	84	2				Programmed cell death protein 2-like OS=Homo sapiens GN=PDCD2L PE=1 SV=1 CONCAT=45 OFFSET=1214534142	Homo sapiens
Q9H0G5	C	canonical	  1.000	  0.000	3	  0.000	2								Q9H0G5	85	7				Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1 CONCAT=125 OFFSET=980711826	Homo sapiens
Q9BX95	C	canonical	  1.000	  0.000	4	  0.000	3								Q9BX95	86	2				Sphingosine-1-phosphate phosphatase 1 OS=Homo sapiens GN=SGPP1 PE=1 SV=2 CONCAT=108 OFFSET=1876889055	Homo sapiens
Q96QF0	C	canonical	  1.000	  0.000	2	  0.000	2								Q96QF0	87	11				Rab-3A-interacting protein OS=Homo sapiens GN=RAB3IP PE=1 SV=1 CONCAT=102 OFFSET=1420516795	Homo sapiens
Q7L1V2	C	canonical	  1.000	  0.000	2	  0.000	2								Q7L1V2	88	7				Vacuolar fusion protein MON1 homolog B OS=Homo sapiens GN=MON1B PE=1 SV=1 CONCAT=1219 OFFSET=79686384	Homo sapiens
Q16864	C	canonical	  1.000	  0.000	145	  0.000	10								Q16864	89	3				V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2 CONCAT=53 OFFSET=94513533	Homo sapiens
Q96GM1	C	canonical	  1.000	  0.000	3	  0.000	2								Q96GM1	90	3				Lipid phosphate phosphatase-related protein type 2 OS=Homo sapiens GN=LPPR2 PE=2 SV=1 CONCAT=185 OFFSET=337945083	Homo sapiens
Q7Z478	C	canonical	  1.000	  0.000	15	  0.000	11								Q7Z478	91	3				ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2 CONCAT=236 OFFSET=994798663	Homo sapiens
Q9BT73	C	canonical	  1.000	  0.000	3	  0.000	3								Q9BT73	92	2				Proteasome assembly chaperone 3 OS=Homo sapiens GN=PSMG3 PE=1 SV=1 CONCAT=15 OFFSET=2035606668	Homo sapiens
Q10589	C	canonical	  1.000	  0.000	3	  0.000	2								Q10589	93	4				Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1 CONCAT=233 OFFSET=2067893345	Homo sapiens
Q03111	C	canonical	  1.000	  0.000	3	  0.000	3								Q03111	94	2				Protein ENL OS=Homo sapiens GN=MLLT1 PE=1 SV=2 CONCAT=95 OFFSET=1252401420	Homo sapiens
Q9NX00	C	canonical	  1.000	  0.000	9	  0.000	3								Q9NX00	95	2				Transmembrane protein 160 OS=Homo sapiens GN=TMEM160 PE=1 SV=1 CONCAT=12 OFFSET=1231153943	Homo sapiens
O43159	C	canonical	  1.000	  0.000	3	  0.000	2								O43159	96	3				Ribosomal RNA-processing protein 8 OS=Homo sapiens GN=RRP8 PE=1 SV=2 CONCAT=306 OFFSET=509869357	Homo sapiens
Q9NQZ2	C	canonical	  1.000	  0.000	2	  0.000	2								Q9NQZ2	97	2				Something about silencing protein 10 OS=Homo sapiens GN=UTP3 PE=1 SV=1 CONCAT=105 OFFSET=1656152799	Homo sapiens
Q96LD4	C	canonical	  1.000	  0.000	5	  0.000	4								Q96LD4	98	3				Tripartite motif-containing protein 47 OS=Homo sapiens GN=TRIM47 PE=1 SV=2 CONCAT=213 OFFSET=1386482196	Homo sapiens
O95218	C	canonical	  1.000	  0.000	17	  0.000	11								O95218	99	4				Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens GN=ZRANB2 PE=1 SV=2 CONCAT=57 OFFSET=1224147331	Homo sapiens
Q9H0N5	C	canonical	  1.000	  0.000	5	  0.000	3								Q9H0N5	100	3				Pterin-4-alpha-carbinolamine dehydratase 2 OS=Homo sapiens GN=PCBD2 PE=1 SV=4 CONCAT=5 OFFSET=618405996	Homo sapiens
P02743	C	canonical	  1.000	  0.000	55	  0.000	9								P02743	101	2				Serum amyloid P-component OS=Homo sapiens GN=APCS PE=1 SV=2 CONCAT=835 OFFSET=854432600	Homo sapiens
P20309	C	canonical	  1.000	  0.000	2	  0.000	2								P20309	102	3				Muscarinic acetylcholine receptor M3 OS=Homo sapiens GN=CHRM3 PE=1 SV=1 CONCAT=13569 OFFSET=1115235062	Homo sapiens
Q9BQ69	C	canonical	  1.000	  0.000	74	  0.000	9								Q9BQ69	103	2				O-acetyl-ADP-ribose deacetylase MACROD1 OS=Homo sapiens GN=MACROD1 PE=1 SV=2 CONCAT=26 OFFSET=1508734993	Homo sapiens
Q9BV47	C	canonical	  1.000	  0.000	2	  0.000	2								Q9BV47	104	4				Dual specificity protein phosphatase 26 OS=Homo sapiens GN=DUSP26 PE=1 SV=1 CONCAT=648 OFFSET=1102210399	Homo sapiens
Q9UKR5	C	canonical	  1.000	  0.000	5	  0.000	4								Q9UKR5	105	3				Probable ergosterol biosynthetic protein 28 OS=Homo sapiens GN=C14orf1 PE=1 SV=1 CONCAT=26 OFFSET=507087237	Homo sapiens
Q96S96	C	canonical	  1.000	  0.000	8	  0.000	3								Q96S96	106	3				Phosphatidylethanolamine-binding protein 4 OS=Homo sapiens GN=PEBP4 PE=1 SV=3 CONCAT=113 OFFSET=77207108	Homo sapiens
Q9Y5U9	C	canonical	  1.000	  0.000	10	  0.000	2								Q9Y5U9	107	2				Immediate early response 3-interacting protein 1 OS=Homo sapiens GN=IER3IP1 PE=1 SV=1 CONCAT=22 OFFSET=1109151929	Homo sapiens
Q99467	C	canonical	  1.000	  0.000	4	  0.000	4								Q99467	108	2				CD180 antigen OS=Homo sapiens GN=CD180 PE=1 SV=2 CONCAT=8772 OFFSET=338096388	Homo sapiens
Q14088	C	canonical	  1.000	  0.000	8	  0.000	5								Q14088	109	2				Ras-related protein Rab-33A OS=Homo sapiens GN=RAB33A PE=1 SV=2 CONCAT=46 OFFSET=873921817	Homo sapiens
Q8NAV1	C	canonical	  1.000	  0.000	12	  0.000	8								Q8NAV1	110	2				Pre-mRNA-splicing factor 38A OS=Homo sapiens GN=PRPF38A PE=1 SV=1 CONCAT=49 OFFSET=392742260	Homo sapiens
Q08554	C	canonical	  1.000	  0.000	15	  0.000	8								Q08554	111	3				Desmocollin-1 OS=Homo sapiens GN=DSC1 PE=1 SV=2 CONCAT=2009 OFFSET=621664076	Homo sapiens
Q9Y4D2	C	canonical	  1.000	  0.000	4	  0.000	3								Q9Y4D2	112	2				Sn1-specific diacylglycerol lipase alpha OS=Homo sapiens GN=DAGLA PE=1 SV=3 CONCAT=974 OFFSET=948878699	Homo sapiens
P62072	C	canonical	  1.000	  0.000	10	  0.000	6								P62072	113	2				Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens GN=TIMM10 PE=1 SV=1 CONCAT=8 OFFSET=1226627250	Homo sapiens
Q6NUQ1	C	canonical	  1.000	  0.000	6	  0.000	3								Q6NUQ1	114	3				RAD50-interacting protein 1 OS=Homo sapiens GN=RINT1 PE=1 SV=1 CONCAT=403 OFFSET=720553267	Homo sapiens
Q9H0A0	C	canonical	  1.000	  0.000	3	  0.000	3								Q9H0A0	115	4				N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2 CONCAT=681 OFFSET=1386647757	Homo sapiens
P08962	C	canonical	  1.000	  0.000	39	  0.000	3								P08962	116	9				CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=2 CONCAT=29 OFFSET=1511502265	Homo sapiens
Q96EL3	C	canonical	  1.000	  0.000	4	  0.000	3								Q96EL3	117	2				39S ribosomal protein L53, mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1 CONCAT=231 OFFSET=724098078	Homo sapiens
Q99547	C	canonical	  1.000	  0.000	2	  0.000	2								Q99547	118	5				M-phase phosphoprotein 6 OS=Homo sapiens GN=MPHOSPH6 PE=1 SV=2 CONCAT=29 OFFSET=551657127	Homo sapiens
Q9H9J2	C	canonical	  1.000	  0.000	24	  0.000	7								Q9H9J2	119	2				39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1 CONCAT=368 OFFSET=1005712547	Homo sapiens
Q7Z3E5	C	canonical	  1.000	  0.000	2	  0.000	2								Q7Z3E5	120	7				LisH domain-containing protein ARMC9 OS=Homo sapiens GN=ARMC9 PE=1 SV=2 CONCAT=208 OFFSET=1584853283	Homo sapiens
Q14119	C	canonical	  1.000	  0.000	3	  0.000	3								Q14119	121	4				Vascular endothelial zinc finger 1 OS=Homo sapiens GN=VEZF1 PE=1 SV=2 CONCAT=49 OFFSET=2007835084	Homo sapiens
Q9H0E3	C	canonical	  1.000	  0.000	3	  0.000	2								Q9H0E3	122	6				Histone deacetylase complex subunit SAP130 OS=Homo sapiens GN=SAP130 PE=1 SV=1 CONCAT=209 OFFSET=216819129	Homo sapiens
Q5JTD0	C	canonical	  1.000	  0.000	9	  0.000	2								Q5JTD0	123	5				Tight junction-associated protein 1 OS=Homo sapiens GN=TJAP1 PE=1 SV=1 CONCAT=372 OFFSET=1963820681	Homo sapiens
Q9UBU6	C	canonical	  1.000	  0.000	3	  0.000	2								Q9UBU6	124	2				Protein FAM8A1 OS=Homo sapiens GN=FAM8A1 PE=1 SV=1 CONCAT=105 OFFSET=1903012648	Homo sapiens
O60603	C	canonical	  1.000	  0.000	2	  0.000	2								O60603	125	3				Toll-like receptor 2 OS=Homo sapiens GN=TLR2 PE=1 SV=1 CONCAT=1192 OFFSET=1532167761	Homo sapiens
Q9Y375	C	canonical	  1.000	  0.000	6	  0.000	2								Q9Y375	126	5				Complex I intermediate-associated protein 30, mitochondrial OS=Homo sapiens GN=NDUFAF1 PE=1 SV=2 CONCAT=989 OFFSET=1642385028	Homo sapiens
P30047	C	canonical	  1.000	  0.000	5	  0.000	2								P30047	127	5				GTP cyclohydrolase 1 feedback regulatory protein OS=Homo sapiens GN=GCHFR PE=1 SV=3 CONCAT=7 OFFSET=1098872912	Homo sapiens
Q9C0D9	C	canonical	  1.000	  0.000	7	  0.000	3								Q9C0D9	128	7				Ethanolaminephosphotransferase 1 OS=Homo sapiens GN=EPT1 PE=1 SV=3 CONCAT=11 OFFSET=1626849736	Homo sapiens
Q99674	C	canonical	  1.000	  0.000	4	  0.000	3								Q99674	129	4				Cell growth regulator with EF hand domain protein 1 OS=Homo sapiens GN=CGREF1 PE=2 SV=2 CONCAT=69 OFFSET=1831890041	Homo sapiens
Q9UKU6	C	canonical	  1.000	  0.000	8	  0.000	6								Q9UKU6	130	2				Thyrotropin-releasing hormone-degrading ectoenzyme OS=Homo sapiens GN=TRHDE PE=2 SV=1 CONCAT=1366 OFFSET=1769219131	Homo sapiens
