biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
A6NFA1	C	canonical	  0.998	  0.000	6	  0.018	3								A6NFA1	20	5				nP20K TRABD2B NX_A6NFA1-1 Metalloprotease TIKI2 isoform Iso 1 PE=1 CONCAT=127	Homo sapiens
A6NLP5	C	canonical	  0.999	  0.000	6	  0.034	3								A6NLP5	23	2				nP20K TTC36 NX_A6NLP5-1 Tetratricopeptide repeat protein 36 isoform Iso 1 PE=1 CONCAT=238	Homo sapiens
A8MVW5	C	canonical	  0.999	  0.000	20	  0.052	4								A8MVW5	28	2				nP20K HEPACAM2 NX_A8MVW5-1 HEPACAM family member 2 isoform Iso 1 PE=1 CONCAT=1081	Homo sapiens
B0I1T2	C	canonical	  1.000	  0.000	36	  0.037	11								B0I1T2	29	7				nP20K MYO1G NX_B0I1T2-1 Unconventional myosin-Ig isoform Iso 1 PE=1 CONCAT=1656	Homo sapiens
B1AKI9	C	canonical	  0.969	  0.000	2	  0.005	2								B1AKI9	30	2				nP20K ISM1 NX_B1AKI9-1 Isthmin-1 isoform Iso 1 PE=1 CONCAT=578	Homo sapiens
B2RUZ4	C	canonical	  1.000	  0.000	28	  0.532	3								B2RUZ4	31	2				nP20K SMIM1 NX_B2RUZ4-1 Small integral membrane protein 1 isoform Iso 1 PE=1 CONCAT=27	Homo sapiens
O00115	C	canonical	  1.000	  0.000	80	  0.268	5								O00115	235	2				nP20K DNASE2 NX_O00115-1 Deoxyribonuclease-2-alpha isoform Iso 1 PE=1 CONCAT=713	Homo sapiens
O00116	C	canonical	  0.999	  0.000	5	  0.008	4								O00116	236	8				nP20K AGPS NX_O00116-1 Alkyldihydroxyacetonephosphate synthase, peroxisomal isoform Iso 1 PE=1 CONCAT=340	Homo sapiens
O00139	C	canonical	  1.000	  0.000	226	  0.348	27								O00139	237	23				nP20K KIF2A NX_O00139-3 Kinesin-like protein KIF2A isoform Iso 3 PE=1 CONCAT=267	Homo sapiens
O00151	C	canonical	  1.000	  0.000	4472	 14.998	62								O00151	238	8				nP20K PDLIM1 NX_O00151-1 PDZ and LIM domain protein 1 isoform Iso 1 PE=1 CONCAT=626	Homo sapiens
Q53GG5	C	canonical	  0.999	  0.000	42	  0.133	4								O00151	238	8				nP20K PDLIM3 NX_Q53GG5-1 PDZ and LIM domain protein 3 isoform Iso 1 PE=1 CONCAT=843	Homo sapiens
O00154	C	canonical	  1.000	  0.000	10	  0.027	10								O00154	239	7				nP20K ACOT7 NX_O00154-1 Cytosolic acyl coenzyme A thioester hydrolase isoform Iso 1 PE=1 CONCAT=449	Homo sapiens
O00159	C	canonical	  0.999	  0.000	14	  0.014	11								O00159	240	10				nP20K MYO1C NX_O00159-1 Unconventional myosin-Ic isoform Iso 1 PE=1 CONCAT=3557	Homo sapiens
O00160	C	canonical	  0.999	  0.000	6	  0.006	5								O00160	241	8				nP20K MYO1F NX_O00160-1 Unconventional myosin-If isoform Iso 1 PE=1 CONCAT=1812	Homo sapiens
O00161	C	canonical	  1.000	  0.000	601	  2.856	22								O00161	242	14				nP20K SNAP23 NX_O00161-1 Synaptosomal-associated protein 23 isoform SNAP-23a PE=1 CONCAT=162	Homo sapiens
O00186	C	canonical	  0.999	  0.000	36	  0.066	7								O00186	243	1				nP20K STXBP3 NX_O00186-1 Syntaxin-binding protein 3 isoform Iso 1 PE=1 CONCAT=399	Homo sapiens
O00203	C	canonical	  0.999	  0.000	2	  0.002	2								O00203	245	6				nP20K AP3B1 NX_O00203-1 AP-3 complex subunit beta-1 isoform Iso 1 PE=1 CONCAT=1554	Homo sapiens
O00231	C	canonical	  1.000	  0.000	24	  0.051	15								O00231	246	5				nP20K PSMD11 NX_O00231-1 26S proteasome non-ATPase regulatory subunit 11 isoform Iso 1 PE=1 CONCAT=165	Homo sapiens
O00232	C	canonical	  1.000	  0.000	14	  0.032	11								O00232	247	6				nP20K PSMD12 NX_O00232-1 26S proteasome non-ATPase regulatory subunit 12 isoform Iso 1 PE=1 CONCAT=247	Homo sapiens
O00233	C	canonical	  0.999	  0.000	46	  0.219	10								O00233	248	8				nP20K PSMD9 NX_O00233-1 26S proteasome non-ATPase regulatory subunit 9 isoform p27-L PE=1 CONCAT=407	Homo sapiens
O00244	C	canonical	  0.999	  0.000	6	  0.086	4								O00244	249	3				nP20K ATOX1 NX_O00244-1 Copper transport protein ATOX1 isoform Iso 1 PE=1 CONCAT=52	Homo sapiens
O00264	C	canonical	  1.000	  0.000	284	  1.799	19								O00264	250	5				nP20K PGRMC1 NX_O00264-1 Membrane-associated progesterone receptor component 1 isoform Iso 1 PE=1 CONCAT=137	Homo sapiens
O15173	C	canonical	  1.000	  0.000	12	  0.068	4								O00264	250	5				nP20K PGRMC2 NX_O15173-1 Membrane-associated progesterone receptor component 2 isoform Iso 1 PE=1 CONCAT=159	Homo sapiens
O00299	C	canonical	  1.000	  0.000	2465	  9.369	38								O00299	251	19				nP20K CLIC1 NX_O00299-1 Chloride intracellular channel protein 1 isoform Iso 1 PE=1 CONCAT=162	Homo sapiens
O15247	C	canonical	  1.000	  0.000	45	  0.183	12								O00299	251	19				nP20K CLIC2 NX_O15247-1 Chloride intracellular channel protein 2 isoform Iso 1 PE=1 CONCAT=60	Homo sapiens
Q9NZA1	C	canonical	  1.000	  0.000	103	  0.309	5								O00299	251	19				nP20K CLIC5 NX_Q9NZA1-1 Chloride intracellular channel protein 5 isoform Iso 2 PE=1 CONCAT=486	Homo sapiens
Q9Y696	C	canonical	  1.000	  0.000	916	  3.482	25								O00299	251	19				nP20K CLIC4 NX_Q9Y696-1 Chloride intracellular channel protein 4 isoform Iso 1 PE=1 CONCAT=205	Homo sapiens
O00303	C	canonical	  0.999	  0.000	6	  0.020	3								O00303	253	2				nP20K EIF3F NX_O00303-1 Eukaryotic translation initiation factor 3 subunit F isoform Iso 1 PE=1 CONCAT=469	Homo sapiens
O00339	C	canonical	  1.000	  0.000	92	  0.119	20								O00339	255	11				nP20K MATN2 NX_O00339-1 Matrilin-2 isoform Iso 1 PE=1 CONCAT=1780	Homo sapiens
O00429	C	canonical	  1.000	  0.000	900	  1.026	57								O00429	256	87				nP20K DNM1L NX_O00429-1 Dynamin-1-like protein isoform Iso 1 PE=1 CONCAT=371	Homo sapiens
P34913	C	canonical	  1.000	  0.000	104	  0.198	27								O00429	256	87				nP20K EPHX2 NX_P34913-1 Bifunctional epoxide hydrolase 2 isoform Iso 1 PE=1 CONCAT=1121	Homo sapiens
P50570	C	canonical	  1.000	  0.000	94	  0.112	31								O00429	256	87				nP20K DNM2 NX_P50570-1 Dynamin-2 isoform Iso 1 PE=1 CONCAT=1083	Homo sapiens
Q05193	C	canonical	  1.000	  0.000	87	  0.103	31								O00429	256	87				nP20K DNM1 NX_Q05193-1 Dynamin-1 isoform Iso 1 PE=1 CONCAT=349	Homo sapiens
O00442	C	canonical	  0.994	  0.000	4	  0.012	2								O00442	257	1				nP20K RTCA NX_O00442-1 RNA 3'-terminal phosphate cyclase isoform Iso 1 PE=1 CONCAT=785	Homo sapiens
O00451	C	canonical	  1.000	  0.000	287	  0.655	19								O00451	258	6				nP20K GFRA2 NX_O00451-1 GDNF family receptor alpha-2 isoform Iso 1 PE=1 CONCAT=591	Homo sapiens
O00461	C	canonical	  0.999	  0.000	116	  0.170	10								O00461	259	1				nP20K GOLIM4 NX_O00461-1 Golgi integral membrane protein 4 isoform Iso 1 PE=1 CONCAT=1141	Homo sapiens
O00462	C	canonical	  1.000	  0.000	829	  1.028	55								O00462	260	18				nP20K MANBA NX_O00462-1 Beta-mannosidase isoform Iso 1 PE=1 CONCAT=2420	Homo sapiens
P80404	C	canonical	  1.000	  0.000	207	  0.358	33								O00462	260	18				nP20K ABAT NX_P80404-1 4-aminobutyrate aminotransferase, mitochondrial isoform Iso 1 PE=1 CONCAT=773	Homo sapiens
O00468	C	canonical	  1.000	  0.000	1065	  0.646	74								O00468	261	14				nP20K AGRN NX_O00468-1 Agrin isoform Iso 1 PE=1 CONCAT=11353	Homo sapiens
O00483	C	canonical	  1.000	  0.000	6	  0.057	6								O00483	263	1				nP20K NDUFA4 NX_O00483-1 Cytochrome c oxidase subunit NDUFA4 isoform Iso 1 PE=1 CONCAT=162	Homo sapiens
O00487	C	canonical	  0.976	  0.000	4	  0.014	2								O00487	264	2				nP20K PSMD14 NX_O00487-1 26S proteasome non-ATPase regulatory subunit 14 isoform Iso 1 PE=1 CONCAT=26	Homo sapiens
O00501	C	canonical	  0.999	  0.000	54	  0.385	3								O00501	265	1				nP20K CLDN5 NX_O00501-1 Claudin-5 isoform Iso 1 PE=1 CONCAT=277	Homo sapiens
O00548	C	canonical	  1.000	  0.000	47	  0.069	13								O00548	267	4				nP20K DLL1 NX_O00548-1 Delta-like protein 1 isoform Iso 1 PE=1 CONCAT=1676	Homo sapiens
O00560	C	canonical	  1.000	  0.000	100	  0.518	14								O00560	268	8				nP20K SDCBP NX_O00560-1 Syntenin-1 isoform Iso 1 PE=1 CONCAT=373	Homo sapiens
O00584	C	canonical	  1.000	  0.000	766	  2.912	21								O00584	269	10				nP20K RNASET2 NX_O00584-1 Ribonuclease T2 isoform Iso 1 PE=1 CONCAT=299	Homo sapiens
O00592	C	canonical	  1.000	  0.000	1510	  3.444	17								O00592	270	1				nP20K PODXL NX_O00592-1 Podocalyxin isoform Iso 1 PE=1 CONCAT=1013	Homo sapiens
O00629	C	canonical	  1.000	  0.000	35	  0.100	4								O00629	273	4				nP20K KPNA4 NX_O00629-1 Importin subunit alpha-3 isoform Iso 1 PE=1 CONCAT=136	Homo sapiens
O00754	C	canonical	  1.000	  0.000	367	  0.387	38								O00754	277	13				nP20K MAN2B1 NX_O00754-1 Lysosomal alpha-mannosidase isoform Iso 1 PE=1 CONCAT=3000	Homo sapiens
O00764	C	canonical	  1.000	  0.000	89	  0.338	11								O00764	278	9				nP20K PDXK NX_O00764-1 Pyridoxal kinase isoform Iso 1 PE=1 CONCAT=319	Homo sapiens
O14498	C	canonical	  1.000	  0.000	2400	  8.049	24								O14498	279	3				nP20K ISLR NX_O14498-1 Immunoglobulin superfamily containing leucine-rich repeat protein isoform Iso 1 PE=1 CONCAT=1189	Homo sapiens
O14558	C	canonical	  0.999	  0.000	15	  0.107	4								O14558	282	3				nP20K HSPB6 NX_O14558-1 Heat shock protein beta-6 isoform Iso 1 PE=1 CONCAT=101	Homo sapiens
O14579	C	canonical	  1.000	  0.000	29	  0.127	9								O14579	283	7				nP20K COPE NX_O14579-1 Coatomer subunit epsilon isoform Iso 1 PE=1 CONCAT=1056	Homo sapiens
O14617	C	canonical	  0.999	  0.000	6	  0.006	3								O14617	284	1				nP20K AP3D1 NX_O14617-1 AP-3 complex subunit delta-1 isoform Iso 1 PE=1 CONCAT=2113	Homo sapiens
O14618	C	canonical	  1.000	  0.000	68	  0.242	9								O14618	285	4				nP20K CCS NX_O14618-1 Copper chaperone for superoxide dismutase isoform Iso 1 PE=1 CONCAT=964	Homo sapiens
O14672	C	canonical	  1.000	  0.000	645	  0.876	32								O14672	289	8				nP20K ADAM10 NX_O14672-1 Disintegrin and metalloproteinase domain-containing protein 10 isoform Iso 1 PE=1 CONCAT=444	Homo sapiens
O14737	C	canonical	  1.000	  0.000	11	  0.063	5								O14737	292	6				nP20K PDCD5 NX_O14737-1 Programmed cell death protein 5 isoform Iso 1 PE=1 CONCAT=131	Homo sapiens
O14744	C	canonical	  0.995	  0.000	2	  0.003	2								O14744	293	11				nP20K PRMT5 NX_O14744-1 Protein arginine N-methyltransferase 5 isoform Iso 1 PE=1 CONCAT=521	Homo sapiens
O14745	C	canonical	  1.000	  0.000	633	  1.640	22								O14745	294	7				nP20K SLC9A3R1 NX_O14745-1 Na(+)/H(+) exchange regulatory cofactor NHE-RF1 isoform Iso 1 PE=1 CONCAT=800	Homo sapiens
O14773	C	canonical	  1.000	  0.000	670	  1.469	38								O14773	295	14				nP20K TPP1 NX_O14773-1 Tripeptidyl-peptidase 1 isoform Iso 1 PE=1 CONCAT=2175	Homo sapiens
O14775	C	canonical	  1.000	  0.000	5	  0.014	5								O14775	296	6				nP20K GNB5 NX_O14775-1 Guanine nucleotide-binding protein subunit beta-5 isoform Iso 1 PE=1 CONCAT=994	Homo sapiens
O14793	C	canonical	  1.000	  0.000	310	  0.982	17								O14793	297	2				nP20K MSTN NX_O14793-1 Growth/differentiation factor 8 isoform Iso 1 PE=1 CONCAT=438	Homo sapiens
O95390	C	canonical	  1.000	  0.000	39	  0.124	5								O14793	297	2				nP20K GDF11 NX_O95390-1 Growth/differentiation factor 11 isoform Iso 1 PE=1 CONCAT=182	Homo sapiens
O14818	C	canonical	  1.000	  0.000	1050	  4.276	34								O14818	299	14				nP20K PSMA7 NX_O14818-1 Proteasome subunit alpha type-7 isoform Iso 1 PE=1 CONCAT=138	Homo sapiens
O14880	C	canonical	  1.000	  0.000	8	  0.065	6								O14880	300	2				nP20K MGST3 NX_O14880-1 Microsomal glutathione S-transferase 3 isoform Iso 1 PE=1 CONCAT=389	Homo sapiens
O14920	C	canonical	  0.996	  0.000	2	  0.003	2								O14920	303	15				nP20K IKBKB NX_O14920-1 Inhibitor of nuclear factor kappa-B kinase subunit beta isoform Iso 1 PE=1 CONCAT=658	Homo sapiens
O14960	C	canonical	  0.999	  0.000	66	  0.538	7								O14960	304	4				nP20K LECT2 NX_O14960-1 Leukocyte cell-derived chemotaxin-2 isoform Iso 1 PE=1 CONCAT=591	Homo sapiens
O14980	C	canonical	  1.000	  0.000	45	  0.046	20								O14980	306	17				nP20K XPO1 NX_O14980-1 Exportin-1 isoform Iso 1 PE=1 CONCAT=172	Homo sapiens
O15031	C	canonical	  1.000	  0.000	2731	  1.674	71								O15031	308	9				nP20K PLXNB2 NX_O15031-1 Plexin-B2 isoform Iso 1 PE=1 CONCAT=3965	Homo sapiens
O15067	C	canonical	  1.000	  0.000	72	  0.064	22								O15067	309	12				nP20K PFAS NX_O15067-1 Phosphoribosylformylglycinamidine synthase isoform Iso 1 PE=1 CONCAT=4997	Homo sapiens
O15075	C	canonical	  0.998	  0.000	5	  0.008	2								O15075	310	1				nP20K DCLK1 NX_O15075-1 Serine/threonine-protein kinase DCLK1 isoform Iso 2 PE=1 CONCAT=244	Homo sapiens
O15084	C	canonical	  0.999	  0.000	2	  0.002	2								O15084	311	7				nP20K ANKRD28 NX_O15084-3 Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A isoform Iso 1 PE=1 CONCAT=1750	Homo sapiens
O15117	C	canonical	  1.000	  0.000	396	  0.728	35								O15117	312	17				nP20K FYB NX_O15117-1 FYN-binding protein isoform FYB-120 PE=1 CONCAT=1505	Homo sapiens
P01036	C	canonical	  1.000	  0.000	204	  1.292	11								O15117	312	17				nP20K CST4 NX_P01036-1 Cystatin-S isoform Iso 1 PE=1 CONCAT=916	Homo sapiens
P01037	C	canonical	  1.000	  0.000	256	  2.433	18								O15117	312	17				nP20K CST1 NX_P01037-1 Cystatin-SN isoform Iso 1 PE=1 CONCAT=1197	Homo sapiens
P09228	C	canonical	  0.999	  0.000	20	  0.143	6								O15117	312	17				nP20K CST2 NX_P09228-1 Cystatin-SA isoform Iso 1 PE=1 CONCAT=899	Homo sapiens
O15123	C	canonical	  0.999	  0.000	12	  0.024	5								O15123	313	3				nP20K ANGPT2 NX_O15123-1 Angiopoietin-2 isoform Iso 1 PE=1 CONCAT=1074	Homo sapiens
O15127	C	canonical	  0.999	  0.000	12	  0.076	4								O15127	314	6				nP20K SCAMP2 NX_O15127-1 Secretory carrier-associated membrane protein 2 isoform Iso 1 PE=1 CONCAT=221	Homo sapiens
O15144	C	canonical	  1.000	  0.000	1238	  3.529	41								O15144	315	8				nP20K ARPC2 NX_O15144-1 Actin-related protein 2/3 complex subunit 2 isoform Iso 1 PE=1 CONCAT=121	Homo sapiens
O15145	C	canonical	  1.000	  0.000	1240	  7.070	22								O15145	316	8				nP20K ARPC3 NX_O15145-1 Actin-related protein 2/3 complex subunit 3 isoform Iso 1 PE=1 CONCAT=273	Homo sapiens
O15194	C	canonical	  1.000	  0.000	4	  0.016	4								O15194	319	13				nP20K CTDSPL NX_O15194-1 CTD small phosphatase-like protein isoform Iso 1 PE=1 CONCAT=228	Homo sapiens
O15197	C	canonical	  0.999	  0.000	8	  0.009	6								O15197	320	9				nP20K EPHB6 NX_O15197-1 Ephrin type-B receptor 6 isoform Iso 1 PE=1 CONCAT=3395	Homo sapiens
O15204	C	canonical	  1.000	  0.000	1021	  2.426	18								O15204	321	4				nP20K ADAMDEC1 NX_O15204-1 ADAM DEC1 isoform Iso 1 PE=1 CONCAT=902	Homo sapiens
O15212	C	canonical	  1.000	  0.000	20	  0.143	7								O15212	322	3				nP20K PFDN6 NX_O15212-1 Prefoldin subunit 6 isoform Iso 1 PE=1 CONCAT=33	Homo sapiens
O15231	C	canonical	  0.979	  0.000	4	  0.006	3								O15231	324	7				nP20K ZNF185 NX_O15231-1 Zinc finger protein 185 isoform Iso 1 PE=1 CONCAT=792	Homo sapiens
O15240	C	canonical	  1.000	  0.000	290	  0.472	21								O15240	325	2				nP20K VGF NX_O15240-1 Neurosecretory protein VGF isoform Iso 1 PE=1 CONCAT=1288	Homo sapiens
O15260	C	canonical	  0.999	  0.000	51	  0.242	5								O15260	326	9				nP20K SURF4 NX_O15260-1 Surfeit locus protein 4 isoform Iso 1 PE=1 CONCAT=352	Homo sapiens
O15273	C	canonical	  1.000	  0.000	17	  0.088	2								O15273	328	2				nP20K TCAP NX_O15273-1 Telethonin isoform Iso 1 PE=1 CONCAT=714	Homo sapiens
O15327	C	canonical	  0.999	  0.000	2	  0.002	2								O15327	330	5				nP20K INPP4B NX_O15327-1 Type II inositol 3,4-bisphosphate 4-phosphatase isoform Iso 1 PE=1 CONCAT=968	Homo sapiens
O15335	C	canonical	  1.000	  0.000	664	  2.227	30								O15335	331	3				nP20K CHAD NX_O15335-1 Chondroadherin isoform Iso 1 PE=1 CONCAT=669	Homo sapiens
O15372	C	canonical	  0.984	  0.000	274	  0.781	3								O15372	335	8				nP20K EIF3H NX_O15372-1 Eukaryotic translation initiation factor 3 subunit H isoform Iso 1 PE=1 CONCAT=711	Homo sapiens
O15382	C	canonical	  0.999	  0.000	262	  0.747	6								O15382	336	4				nP20K BCAT2 NX_O15382-1 Branched-chain-amino-acid aminotransferase, mitochondrial isoform A PE=1 CONCAT=709	Homo sapiens
O15394	C	canonical	  1.000	  0.000	3943	  4.783	57								O15394	337	15				nP20K NCAM2 NX_O15394-1 Neural cell adhesion molecule 2 isoform Iso 1 PE=1 CONCAT=720	Homo sapiens
O15400	C	canonical	  1.000	  0.000	79	  0.375	10								O15400	338	3				nP20K STX7 NX_O15400-1 Syntaxin-7 isoform Iso 1 PE=1 CONCAT=382	Homo sapiens
O15439	C	canonical	  0.998	  0.000	2	  0.002	2								O15439	339	2				nP20K ABCC4 NX_O15439-1 Multidrug resistance-associated protein 4 isoform Iso 1 PE=1 CONCAT=1915	Homo sapiens
O15498	C	canonical	  0.975	  0.000	2	  0.008	2								O15498	341	1				nP20K YKT6 NX_O15498-1 Synaptobrevin homolog YKT6 isoform Iso 1 PE=1 CONCAT=245	Homo sapiens
O15511	C	canonical	  1.000	  0.000	710	  4.048	9								O15511	342	6				nP20K ARPC5 NX_O15511-1 Actin-related protein 2/3 complex subunit 5 isoform Iso 1 PE=1 CONCAT=117	Homo sapiens
Q9BPX5	C	canonical	  0.999	  0.000	22	  0.139	3								O15511	342	6				nP20K ARPC5L NX_Q9BPX5-1 Actin-related protein 2/3 complex subunit 5-like protein isoform Iso 1 PE=1 CONCAT=83	Homo sapiens
O15533	C	canonical	  1.000	  0.000	86	  0.306	6								O15533	343	8				nP20K TAPBP NX_O15533-1 Tapasin isoform Iso 1 PE=1 CONCAT=1712	Homo sapiens
O15551	C	canonical	  1.000	  0.000	4	  0.025	3								O15551	345	6				nP20K CLDN3 NX_O15551-1 Claudin-3 isoform Iso 1 PE=1 CONCAT=494	Homo sapiens
O43143	C	canonical	  0.999	  0.000	12	  0.017	5								O43143	346	1				nP20K DHX15 NX_O43143-1 Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 isoform Iso 1 PE=1 CONCAT=298	Homo sapiens
O43150	C	canonical	  1.000	  0.000	22	  0.025	12								O43150	347	15				nP20K ASAP2 NX_O43150-1 Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 isoform Iso 1 PE=1 CONCAT=2133	Homo sapiens
O43155	C	canonical	  0.998	  0.000	8	  0.013	3								O43155	348	1				nP20K FLRT2 NX_O43155-1 Leucine-rich repeat transmembrane protein FLRT2 isoform Iso 1 PE=1 CONCAT=1394	Homo sapiens
O43157	C	canonical	  1.000	  0.000	2381	  1.597	58								O43157	349	6				nP20K PLXNB1 NX_O43157-1 Plexin-B1 isoform Iso 1 PE=1 CONCAT=4156	Homo sapiens
O43169	C	canonical	  0.998	  0.000	110	  0.896	2								O43169	350	3				nP20K CYB5B NX_O43169-1 Cytochrome b5 type B isoform Iso 1 PE=1 CONCAT=250	Homo sapiens
O43175	C	canonical	  0.999	  0.000	540	  1.184	8								O43175	351	10				nP20K PHGDH NX_O43175-1 D-3-phosphoglycerate dehydrogenase isoform Iso 1 PE=1 CONCAT=934	Homo sapiens
O43182	C	canonical	  1.000	  0.000	141	  0.158	32								O43182	352	10				nP20K ARHGAP6 NX_O43182-1 Rho GTPase-activating protein 6 isoform Iso 3 PE=1 CONCAT=835	Homo sapiens
O43278	C	canonical	  1.000	  0.000	274	  0.601	25								O43278	356	12				nP20K SPINT1 NX_O43278-1 Kunitz-type protease inhibitor 1 isoform Iso 1 PE=1 CONCAT=1660	Homo sapiens
O43280	C	canonical	  1.000	  0.000	682	  1.341	39								O43280	357	3				nP20K TREH NX_O43280-1 Trehalase isoform Iso 1 PE=1 CONCAT=1955	Homo sapiens
O43294	C	canonical	  1.000	  0.000	770	  1.689	24								O43294	359	8				nP20K TGFB1I1 NX_O43294-1 Transforming growth factor beta-1-induced transcript 1 protein isoform Iso 1 PE=1 CONCAT=956	Homo sapiens
O43312	C	canonical	  0.999	  0.000	5	  0.008	4								O43312	363	43				nP20K MTSS1 NX_O43312-1 Metastasis suppressor protein 1 isoform Iso 1 PE=1 CONCAT=1761	Homo sapiens
O43324	C	canonical	  1.000	  0.000	2	  0.010	2								O43324	364	5				nP20K EEF1E1 NX_O43324-1 Eukaryotic translation elongation factor 1 epsilon-1 isoform Iso 1 PE=1 CONCAT=172	Homo sapiens
O43396	C	canonical	  1.000	  0.000	149	  0.531	15								O43396	366	10				nP20K TXNL1 NX_O43396-1 Thioredoxin-like protein 1 isoform Iso 1 PE=1 CONCAT=183	Homo sapiens
O43399	C	canonical	  1.000	  0.000	127	  0.658	8								O43399	367	11				nP20K TPD52L2 NX_O43399-1 Tumor protein D54 isoform Iso 1 PE=1 CONCAT=277	Homo sapiens
O43405	C	canonical	  0.999	  0.000	24	  0.046	7								O43405	368	11				nP20K COCH NX_O43405-1 Cochlin isoform Iso 1 PE=1 CONCAT=1018	Homo sapiens
O43451	C	canonical	  0.999	  0.000	24	  0.016	10								O43451	369	7				nP20K MGAM NX_O43451-1 Maltase-glucoamylase, intestinal isoform Iso 1 PE=1 CONCAT=5702	Homo sapiens
O43493	C	canonical	  1.000	  0.000	619	  1.357	29								O43493	370	10				nP20K TGOLN2 NX_O43493-1 Trans-Golgi network integral membrane protein 2 isoform TGN51 PE=1 CONCAT=948	Homo sapiens
O43504	C	canonical	  0.998	  0.000	31	  0.353	5								O43504	371	3				nP20K LAMTOR5 NX_O43504-1 Ragulator complex protein LAMTOR5 isoform Iso 1 PE=1 CONCAT=240	Homo sapiens
O43508	C	canonical	  0.999	  0.000	22	  0.114	6								O43508	372	6				nP20K TNFSF12 NX_O43508-1 Tumor necrosis factor ligand superfamily member 12 isoform Iso 1 PE=1 CONCAT=389	Homo sapiens
O75888	C	canonical	  0.999	  0.000	7	  0.036	3								O43508	372	6				nP20K TNFSF13 NX_O75888-1 Tumor necrosis factor ligand superfamily member 13 isoform Alpha PE=1 CONCAT=377	Homo sapiens
O43516	C	canonical	  0.999	  0.000	47	  0.112	5								O43516	373	9				nP20K WIPF1 NX_O43516-1 WAS/WASL-interacting protein family member 1 isoform Iso 1 PE=1 CONCAT=890	Homo sapiens
O43529	C	canonical	  1.000	  0.000	45	  0.143	14								O43529	374	6				nP20K CHST10 NX_O43529-1 Carbohydrate sulfotransferase 10 isoform Iso 1 PE=1 CONCAT=450	Homo sapiens
O43556	C	canonical	  0.999	  0.000	12	  0.036	7								O43556	376	8				nP20K SGCE NX_O43556-1 Epsilon-sarcoglycan isoform Iso 1 PE=1 CONCAT=785	Homo sapiens
O43561	C	canonical	  0.999	  0.000	12	  0.068	2								O43561	377	4				nP20K LAT NX_O43561-1 Linker for activation of T-cells family member 1 isoform Iso 1 PE=1 CONCAT=651	Homo sapiens
